MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
4821,2010/08/11,2010/09/03,男,6,,北京,CN,52.0,2014/03/31,95,56170,0,6947,45240.0,22766.0,81511,66684.49,2014/03/31,11.875,7021.25,0,1,7.765957447000001,36,769,0,0,0.818104182,59,36,37852,18318,6947,769,7716,6947,63886,25265,0.37894736799999995,0.621052632,0.6738708590000001,0.326111339,5
57805,2008/11/12,2008/12/22,男,5,,,SG,51.0,2014/03/31,28,65868,0,2867,5565.0,50950.0,47951,64999.52,2014/02/01,3.5,8233.5,48,60,23.07407407,187,0,0,0,1.3555404480000002,4,24,5793,60075,2867,0,2867,2867,68735,62942,0.857142857,0.14285714300000002,0.087947289,0.912037529,0
57805,2008/11/12,2008/12/22,男,5,,,SG,51.0,2014/03/31,28,65868,0,2867,5565.0,50950.0,47951,64999.52,2014/02/01,3.5,8233.5,48,60,23.07407407,187,0,0,0,1.3555404480000002,4,24,5793,60075,2867,0,2867,2867,68735,62942,0.857142857,0.14285714300000002,0.087947289,0.912037529,0
54672,2006/03/07,2006/04/05,男,4,上海,,CN,38.0,2014/03/31,64,63065,0,4635,37172.0,22550.0,89078,64926.36,2014/03/30,8.0,7883.125,10,2,11.41269841,85,13194,7097,6,0.7288708770000001,37,27,37693,25372,4635,20291,24926,11732,87991,37104,0.421875,0.578125,0.597675451,0.402308692,48
12298,2008/10/01,2009/01/17,男,4,SAN DIEGO，CA92129,,US,57.0,2014/03/31,11,43426,0,0,16717.0,8556.0,90291,64732.57,2013/07/11,1.375,5428.25,124,265,34.2,129,0,0,0,0.716932695,6,5,25267,18159,0,0,0,0,43426,18159,0.454545455,0.545454545,0.5818269739999999,0.418149999,0
2168,2005/05/04,2009/10/16,男,5,,北京,CN,48.0,2014/03/31,28,51429,0,0,20256.0,22713.0,91701,63897.63,2014/03/30,3.5,6428.625,23,2,26.14814815,133,0,0,0,0.69680407,13,15,28313,23116,0,0,0,0,51429,23116,0.535714286,0.46428571399999996,0.550515263,0.449465293,0
58032,2012/09/12,2012/09/12,男,4,VALINDA,CA,US,,2014/03/31,10,38174,0,0,16918.0,5400.0,100472,63779.6,2013/05/23,1.428571429,5453.428571,0,314,28.11111111,91,0,0,0,0.634799745,8,2,28870,9304,0,0,0,0,38174,9304,0.2,0.8,0.756254093,0.243719712,0
53796,2007/06/06,2007/06/06,男,5,沈阳市,,CN,38.0,2014/03/31,76,53624,0,3384,32081.0,25764.0,82886,62227.78,2014/03/21,9.5,6703.0,8,11,9.493333332999999,85,12618,9175,0,0.750763458,47,29,28743,24881,3384,21793,25177,12559,78801,37440,0.38157894700000006,0.6184210529999999,0.536,0.463981352,36
19349,2007/05/23,2007/05/23,男,4,,,HK,49.0,2014/03/31,50,55187,0,961,37364.0,19438.0,73964,62103.74,2014/02/25,6.25,6898.375,1,36,14.16326531,72,0,1632,1,0.839648207,29,21,37757,17430,961,1632,2593,2593,57780,20023,0.42,0.58,0.684152352,0.315829528,2
19349,2007/05/23,2007/05/23,男,4,,,HK,49.0,2014/03/31,50,55187,0,961,37364.0,19438.0,73964,62103.74,2014/02/25,6.25,6898.375,1,36,14.16326531,72,0,1632,1,0.839648207,29,21,37757,17430,961,1632,2593,2593,57780,20023,0.42,0.58,0.684152352,0.315829528,2
47656,2007/10/09,2007/10/09,男,5,广州市,,CN,45.0,2014/03/31,65,58304,0,2541,25512.0,33536.0,79460,61836.73,2014/03/12,8.125,7288.0,20,20,10.796875,44,0,0,2,0.778212056,31,34,24166,34138,2541,0,2541,2541,60845,36679,0.523076923,0.47692307700000003,0.41447560200000005,0.585507246,3
1767,2012/08/17,2012/09/20,男,4,,,SG,45.0,2014/03/31,50,44055,0,6296,13191.0,25579.0,110765,61826.08,2014/03/08,7.142857143,6293.571429,34,24,10.91836735,42,0,0,0,0.55817343,18,32,17393,26662,6296,0,6296,6296,50351,32958,0.64,0.36,0.39479299100000004,0.605184311,0
1767,2012/08/17,2012/09/20,男,4,,,SG,45.0,2014/03/31,50,44055,0,6296,13191.0,25579.0,110765,61826.08,2014/03/08,7.142857143,6293.571429,34,24,10.91836735,42,0,0,0,0.55817343,18,32,17393,26662,6296,0,6296,6296,50351,32958,0.64,0.36,0.39479299100000004,0.605184311,0
56420,2005/10/02,2005/11/17,男,4,JAKARTA,,ID,66.0,2014/03/31,34,58206,0,0,19150.0,19171.0,84253,61348.82,2014/03/27,4.25,7275.75,11,5,21.66666667,91,0,500,1,0.7281499770000001,16,18,34472,23734,0,500,500,500,58706,24234,0.529411765,0.470588235,0.592231175,0.407751645,2
13750,2010/03/22,2010/03/22,男,4,,,HK,62.0,2014/03/31,23,58774,0,1045,31709.0,21119.0,41859,60933.77,2013/12/30,2.875,7346.75,16,93,28.27272727,122,888,0,1,1.45569101,14,9,35059,23715,1045,888,1933,1045,60707,24760,0.39130434799999997,0.608695652,0.5964951079999999,0.40348787700000005,2
13750,2010/03/22,2010/03/22,男,4,,,HK,62.0,2014/03/31,23,58774,0,1045,31709.0,21119.0,41859,60933.77,2013/12/30,2.875,7346.75,16,93,28.27272727,122,888,0,1,1.45569101,14,9,35059,23715,1045,888,1933,1045,60707,24760,0.39130434799999997,0.608695652,0.5964951079999999,0.40348787700000005,2
14981,2013/03/09,2013/03/09,女,4,,,US,43.0,2014/03/31,8,13956,0,0,6720.0,14257.0,86723,60555.1,2014/03/09,1.6,2791.2,0,23,52.28571429,208,0,0,0,0.6982588240000001,2,6,0,13956,0,0,0,0,13956,13956,0.75,0.25,0.0,0.999928351,0
14981,2013/03/09,2013/03/09,女,4,,,US,43.0,2014/03/31,8,13956,0,0,6720.0,14257.0,86723,60555.1,2014/03/09,1.6,2791.2,0,23,52.28571429,208,0,0,0,0.6982588240000001,2,6,0,13956,0,0,0,0,13956,13956,0.75,0.25,0.0,0.999928351,0
32521,2011/03/09,2011/07/03,女,4,,,AU,40.0,2014/03/31,10,39739,0,0,22150.0,12600.0,75964,59398.95,2014/02/04,1.25,4967.375,13,57,73.44444444,368,0,0,0,0.781935522,7,3,25493,14246,0,0,0,0,39739,14246,0.3,0.7,0.641494716,0.35848012100000004,0
32521,2011/03/09,2011/07/03,女,4,,,AU,40.0,2014/03/31,10,39739,0,0,22150.0,12600.0,75964,59398.95,2014/02/04,1.25,4967.375,13,57,73.44444444,368,0,0,0,0.781935522,7,3,25493,14246,0,0,0,0,39739,14246,0.3,0.7,0.641494716,0.35848012100000004,0
56087,2004/11/05,2004/11/05,男,5,广州,,CN,36.0,2014/03/31,42,60908,0,1043,28820.0,24978.0,65658,59347.26,2014/03/25,5.25,7613.5,1,7,17.63414634,110,11900,10300,5,0.903884675,22,20,31592,29316,1043,22200,23243,11343,84151,40659,0.47619047600000003,0.523809524,0.518675401,0.481308181,31
2206,2005/06/16,2005/06/21,女,4,,,CN,38.0,2014/03/31,30,48173,0,0,35233.0,10166.0,66574,58978.96,2013/06/27,3.75,6021.625,0,279,15.586206900000002,48,0,0,6,0.8859158229999999,24,6,36153,12020,0,0,0,0,48173,12020,0.2,0.8,0.750467057,0.249512185,7
2206,2005/06/16,2005/06/21,女,4,,,CN,38.0,2014/03/31,30,48173,0,0,35233.0,10166.0,66574,58978.96,2013/06/27,3.75,6021.625,0,279,15.586206900000002,48,0,0,6,0.8859158229999999,24,6,36153,12020,0,0,0,0,48173,12020,0.2,0.8,0.750467057,0.249512185,7
56554,2007/07/19,2012/02/26,男,5,,北京,CN,51.0,2014/03/31,33,54370,0,1061,34188.0,19284.0,50530,58700.71,2014/02/23,4.125,6796.25,54,38,19.96875,124,6128,11908,0,1.161700178,22,11,33730,20640,1061,18036,19097,12969,73467,33609,0.333333333,0.666666667,0.620367475,0.37961413299999996,30
57270,2010/08/12,2010/08/12,男,5,KOBE,,JP,56.0,2014/03/31,49,51835,0,1515,42674.0,37002.0,78353,58673.23,2014/03/06,6.125,6479.375,5,26,14.58333333,49,0,1992,0,0.7488319529999999,26,23,25903,25932,1515,1992,3507,3507,55342,29439,0.469387755,0.530612245,0.499710626,0.500270083,1
24611,2012/07/08,2012/07/08,男,4,,,JP,50.0,2014/03/31,54,48564,0,1543,20071.0,37356.0,78534,58661.49,2014/03/22,7.714285714,6937.714286,0,10,11.75471698,67,0,0,0,0.746956605,21,33,20312,28252,1543,0,1543,1543,50107,29795,0.611111111,0.38888888899999996,0.418243591,0.581735818,0
24611,2012/07/08,2012/07/08,男,4,,,JP,50.0,2014/03/31,54,48564,0,1543,20071.0,37356.0,78534,58661.49,2014/03/22,7.714285714,6937.714286,0,10,11.75471698,67,0,0,0,0.746956605,21,33,20312,28252,1543,0,1543,1543,50107,29795,0.611111111,0.38888888899999996,0.418243591,0.581735818,0
51429,2012/03/25,2012/03/25,男,5,澳门,,MO,48.0,2014/03/31,56,34913,0,1957,33464.0,23305.0,92694,58536.58,2014/03/25,7.0,4364.125,1,7,13.14545455,76,0,0,0,0.631503441,30,26,19545,15368,1957,0,1957,1957,36870,17325,0.46428571399999996,0.535714286,0.55980409,0.44016726799999994,0
3001,2008/01/12,2008/04/22,男,4,,,HK,68.0,2014/03/31,39,45486,0,0,27969.0,17100.0,83226,58514.28,2014/03/18,4.875,5685.75,6,14,18.71052632,74,0,0,0,0.703076923,24,15,32319,13167,0,0,0,0,45486,13167,0.384615385,0.615384615,0.710510695,0.28946732,0
3001,2008/01/12,2008/04/22,男,4,,,HK,68.0,2014/03/31,39,45486,0,0,27969.0,17100.0,83226,58514.28,2014/03/18,4.875,5685.75,6,14,18.71052632,74,0,0,0,0.703076923,24,15,32319,13167,0,0,0,0,45486,13167,0.384615385,0.615384615,0.710510695,0.28946732,0
32415,2011/11/20,2011/12/06,男,4,YANAGAWA CITY,FUKUOKA-KEN,JP,,2014/03/31,65,45232,0,2221,46808.0,48004.0,89309,58487.26,2014/02/23,8.125,5654.0,10,38,10.671875,57,0,0,0,0.654886518,33,32,21289,23943,2221,0,2221,2221,47453,26164,0.492307692,0.507692308,0.470651958,0.529325935,0
34587,2009/10/24,2009/12/15,男,5,,,CN,38.0,2014/03/31,68,47382,0,2888,15993.0,13309.0,76061,58246.19,2014/03/15,8.5,5922.75,4,17,10.59701493,43,0,1305,3,0.765782596,37,31,23598,23784,2888,1305,4193,4193,51575,27977,0.45588235299999996,0.544117647,0.498026718,0.501952177,6
34587,2009/10/24,2009/12/15,男,5,,,CN,38.0,2014/03/31,68,47382,0,2888,15993.0,13309.0,76061,58246.19,2014/03/15,8.5,5922.75,4,17,10.59701493,43,0,1305,3,0.765782596,37,31,23598,23784,2888,1305,4193,4193,51575,27977,0.45588235299999996,0.544117647,0.498026718,0.501952177,6
30241,2010/04/25,2010/04/25,男,4,,,JP,42.0,2014/03/31,31,30379,0,0,31330.0,24143.0,81933,57590.97,2014/03/25,3.875,3797.375,6,7,23.93333333,162,0,1992,2,0.702903226,15,16,16435,13944,0,1992,1992,1992,32371,15936,0.516129032,0.48387096799999996,0.540980908,0.458986175,6
30241,2010/04/25,2010/04/25,男,4,,,JP,42.0,2014/03/31,31,30379,0,0,31330.0,24143.0,81933,57590.97,2014/03/25,3.875,3797.375,6,7,23.93333333,162,0,1992,2,0.702903226,15,16,16435,13944,0,1992,1992,1992,32371,15936,0.516129032,0.48387096799999996,0.540980908,0.458986175,6
54915,2006/08/18,2006/08/18,男,5,,北京,CN,52.0,2014/03/31,40,51797,0,0,18564.0,32138.0,66718,57204.88,2014/03/30,5.0,6474.625,17,2,18.25641026,102,0,3696,0,0.857412992,22,18,16836,34961,0,3696,3696,3696,55493,38657,0.45,0.55,0.325031855,0.67494884,2
3287,2009/11/26,2009/11/26,男,4,OSAKA,,JP,44.0,2014/03/31,29,31874,0,0,34712.0,18055.0,76647,57062.37,2014/03/12,3.625,3984.25,1,20,25.35714286,165,0,3984,0,0.744482759,19,10,18924,12950,0,3984,3984,3984,35858,16934,0.344827586,0.655172414,0.5936941179999999,0.40627451,2
38677,2007/09/08,2008/05/14,男,5,广州,广东,CN,,2014/03/31,51,51045,0,2622,22462.0,29532.0,77156,56613.72,2014/03/29,6.375,6380.625,12,3,14.32,106,0,500,1,0.733756545,17,34,23232,27813,2622,500,3122,3122,54167,30935,0.666666667,0.333333333,0.45511891200000004,0.5448614970000001,2
12225,2010/05/11,2010/05/12,男,5,,北京,CN,36.0,2014/03/31,59,49574,0,1130,34336.0,18781.0,80298,56473.42,2014/03/16,7.375,6196.75,3,16,12.27586207,86,0,759,2,0.703297965,36,23,32534,17040,1130,759,1889,1889,51463,18929,0.38983050799999996,0.610169492,0.656258195,0.343721634,7
38188,2005/06/02,2005/06/19,女,5,,,CN,40.0,2014/03/31,59,50139,0,5657,9044.0,43265.0,80323,55978.35,2014/03/30,7.375,6267.375,247,2,8.310344828,76,0,0,0,0.6969155779999999,9,50,9380,40759,5657,0,5657,5657,55796,46416,0.847457627,0.152542373,0.187076187,0.8129038690000001,1
38188,2005/06/02,2005/06/19,女,5,,,CN,40.0,2014/03/31,59,50139,0,5657,9044.0,43265.0,80323,55978.35,2014/03/30,7.375,6267.375,247,2,8.310344828,76,0,0,0,0.6969155779999999,9,50,9380,40759,5657,0,5657,5657,55796,46416,0.847457627,0.152542373,0.187076187,0.8129038690000001,1
62631,2006/10/04,2006/10/04,男,5,,,SG,47.0,2014/03/31,50,51853,0,2550,28471.0,24454.0,55778,55831.53,2014/03/19,6.25,6481.625,17,13,14.30612245,47,0,2000,0,1.000959697,27,23,26093,25760,2550,2000,4550,4550,56403,30310,0.46,0.54,0.503201296,0.496779419,1
62631,2006/10/04,2006/10/04,男,5,,,SG,47.0,2014/03/31,50,51853,0,2550,28471.0,24454.0,55778,55831.53,2014/03/19,6.25,6481.625,17,13,14.30612245,47,0,2000,0,1.000959697,27,23,26093,25760,2550,2000,4550,4550,56403,30310,0.46,0.54,0.503201296,0.496779419,1
15116,2012/01/02,2012/01/02,男,5,,,CN,41.0,2014/03/31,70,44447,0,5319,17102.0,37060.0,85144,55749.21,2014/03/28,8.75,5555.875,0,4,10.53623188,46,0,2000,0,0.654763812,26,44,13319,31128,5319,2000,7319,7319,51766,38447,0.628571429,0.37142857100000004,0.299653528,0.700323974,1
15116,2012/01/02,2012/01/02,男,5,,,CN,41.0,2014/03/31,70,44447,0,5319,17102.0,37060.0,85144,55749.21,2014/03/28,8.75,5555.875,0,4,10.53623188,46,0,2000,0,0.654763812,26,44,13319,31128,5319,2000,7319,7319,51766,38447,0.628571429,0.37142857100000004,0.299653528,0.700323974,1
45890,2006/09/16,2007/04/13,男,4,,,NL,47.0,2014/03/31,21,37250,0,0,21457.0,9904.0,78418,55694.16,2014/03/08,2.625,4656.25,49,24,32.9,135,0,0,0,0.710221633,13,8,22733,14517,0,0,0,0,37250,14517,0.380952381,0.6190476189999999,0.610265496,0.389707659,0
45890,2006/09/16,2007/04/13,男,4,,,NL,47.0,2014/03/31,21,37250,0,0,21457.0,9904.0,78418,55694.16,2014/03/08,2.625,4656.25,49,24,32.9,135,0,0,0,0.710221633,13,8,22733,14517,0,0,0,0,37250,14517,0.380952381,0.6190476189999999,0.610265496,0.389707659,0
34103,2012/12/28,2012/12/31,男,4,PARIS,,FR,76.0,2014/03/31,9,62625,0,1658,6800.0,30021.0,55777,55541.42,2014/02/02,1.5,10437.5,3,59,49.75,217,0,0,0,0.995776395,2,7,12966,49659,1658,0,1658,1658,64283,51317,0.7777777779999999,0.222222222,0.20703861,0.7929454220000001,0
17711,2006/03/05,2006/03/05,男,6,,辽宁,CN,49.0,2014/03/31,52,54822,0,1490,11837.0,16548.0,65494,55354.94,2014/03/26,6.5,6852.75,4,6,14.1372549,73,3776,0,17,0.84519101,25,27,26893,27929,1490,3776,5266,1490,60088,29419,0.519230769,0.480769231,0.490542291,0.509439469,19
2289,2005/08/22,2005/10/30,男,5,,广东省,CN,35.0,2014/03/31,51,50134,0,1581,22286.0,29022.0,77134,55321.29,2014/02/28,6.375,6266.75,0,33,13.96,102,0,1494,1,0.71721018,19,32,21333,28801,1581,1494,3075,3075,53209,31876,0.62745098,0.37254902,0.42551112,0.574468934,4
56049,2013/03/18,2013/07/28,男,4,Simi Valley,,US,54.0,2014/03/31,12,49121,0,1891,0.0,26093.0,69857,55147.4,2014/03/23,2.4,9824.2,132,9,21.72727273,130,0,0,0,0.7894326979999999,0,12,0,49121,1891,0,1891,1891,51012,51012,1.0,0.0,0.0,0.999979643,0
45674,2006/03/15,2006/03/15,男,5,,,SG,46.0,2014/03/31,54,43439,0,2788,23228.0,33788.0,76493,54531.37,2014/03/07,6.75,5429.875,4,25,13.24528302,54,0,2770,2,0.712893598,24,30,22809,20630,2788,2770,5558,5558,48997,26188,0.5555555560000001,0.444444444,0.5250690610000001,0.474907919,4
45674,2006/03/15,2006/03/15,男,5,,,SG,46.0,2014/03/31,54,43439,0,2788,23228.0,33788.0,76493,54531.37,2014/03/07,6.75,5429.875,4,25,13.24528302,54,0,2770,2,0.712893598,24,30,22809,20630,2788,2770,5558,5558,48997,26188,0.5555555560000001,0.444444444,0.5250690610000001,0.474907919,4
29214,2005/06/18,2005/10/13,男,5,,,CN,48.0,2014/03/31,42,42542,0,1136,20010.0,25080.0,71689,52864.29,2014/03/20,5.25,5317.75,40,12,16.56097561,66,0,2376,2,0.737411458,19,23,17978,24564,1136,2376,3512,3512,46054,28076,0.5476190479999999,0.452380952,0.422584209,0.577392285,5
29214,2005/06/18,2005/10/13,男,5,,,CN,48.0,2014/03/31,42,42542,0,1136,20010.0,25080.0,71689,52864.29,2014/03/20,5.25,5317.75,40,12,16.56097561,66,0,2376,2,0.737411458,19,23,17978,24564,1136,2376,3512,3512,46054,28076,0.5476190479999999,0.452380952,0.422584209,0.577392285,5
2134,2005/04/05,2005/04/13,男,4,,,CN,45.0,2014/03/31,52,42947,0,1842,21169.0,26451.0,70566,52717.55,2014/2/29  0:00:00,6.5,5368.375,2,32,13.66666667,72,0,2500,5,0.747067285,19,33,20190,22757,1842,2500,4342,4342,47289,27099,0.634615385,0.365384615,0.47010338100000004,0.529873335,8
2134,2005/04/05,2005/04/13,男,4,,,CN,45.0,2014/03/31,52,42947,0,1842,21169.0,26451.0,70566,52717.55,2014/2/29  0:00:00,6.5,5368.375,2,32,13.66666667,72,0,2500,5,0.747067285,19,33,20190,22757,1842,2500,4342,4342,47289,27099,0.634615385,0.365384615,0.47010338100000004,0.529873335,8
26103,2012/03/09,2012/03/09,男,5,,广东,CN,52.0,2014/03/31,19,46666,0,0,23286.0,21814.0,43462,52617.8,2013/12/29,2.375,5833.25,19,94,34.33333333,179,0,0,0,1.210662188,11,8,22397,24269,0,0,0,0,46666,24269,0.42105263200000004,0.578947368,0.47993228600000004,0.520046285,0
2257,2005/07/20,2005/08/17,女,4,,,NL,45.0,2014/03/31,13,60768,0,0,31360.0,6770.0,52254,52544.01,2013/06/13,1.625,7596.0,22,293,34.66666667,216,1600,800,0,1.005550006,10,3,49023,11745,0,2400,2400,800,63168,12545,0.23076923100000002,0.7692307690000001,0.806710658,0.193272886,3
2257,2005/07/20,2005/08/17,女,4,,,NL,45.0,2014/03/31,13,60768,0,0,31360.0,6770.0,52254,52544.01,2013/06/13,1.625,7596.0,22,293,34.66666667,216,1600,800,0,1.005550006,10,3,49023,11745,0,2400,2400,800,63168,12545,0.23076923100000002,0.7692307690000001,0.806710658,0.193272886,3
12608,2008/09/01,2009/01/12,男,4,,OSAKA,JP,66.0,2014/03/31,27,60628,0,0,35093.0,23795.0,66897,52129.83,2014/03/13,3.375,7578.5,45,19,25.65384615,78,0,9960,0,0.7792551240000001,15,12,37365,23263,0,9960,9960,9960,70588,33223,0.444444444,0.5555555560000001,0.616289235,0.383694272,5
20153,2005/01/11,2005/03/02,男,5,广州,,CN,38.0,2014/03/31,42,49613,0,1378,22641.0,26376.0,55383,51931.06,2014/03/14,5.25,6201.625,3,18,17.31707317,92,8800,9624,1,0.937671488,18,24,21767,27846,1378,18424,19802,11002,69415,38848,0.571428571,0.428571429,0.43872697200000005,0.5612528720000001,27
39825,2010/09/20,2010/09/20,男,4,,,KH,38.0,2014/03/31,50,28260,0,470,32763.0,15670.0,87826,51857.6,2014/02/26,6.25,3532.5,30,35,13.59183673,53,0,0,2,0.590458406,27,23,16328,11932,470,0,470,470,28730,12402,0.46,0.54,0.577757333,0.422207282,2
39825,2010/09/20,2010/09/20,男,4,,,KH,38.0,2014/03/31,50,28260,0,470,32763.0,15670.0,87826,51857.6,2014/02/26,6.25,3532.5,30,35,13.59183673,53,0,0,2,0.590458406,27,23,16328,11932,470,0,470,470,28730,12402,0.46,0.54,0.577757333,0.422207282,2
44859,2007/08/08,2007/08/08,男,5,,北京,CN,57.0,2014/03/31,70,48346,0,3580,26543.0,23957.0,62459,51391.52,2014/03/31,8.75,6043.25,8,1,10.46376812,53,0,0,0,0.8228040790000001,34,36,25159,23187,3580,0,3580,3580,51926,26767,0.514285714,0.485714286,0.520383891,0.479595425,3
47188,2005/03/27,2005/03/28,男,5,,,CN,37.0,2014/03/31,61,42416,0,773,29776.0,15623.0,71531,51307.33,2014/01/23,7.625,5302.0,1,69,11.01666667,74,0,200,0,0.717274049,39,22,29312,13104,773,200,973,973,43389,14077,0.36065573799999995,0.639344262,0.691043685,0.308932739,4
47188,2005/03/27,2005/03/28,男,5,,,CN,37.0,2014/03/31,61,42416,0,773,29776.0,15623.0,71531,51307.33,2014/01/23,7.625,5302.0,1,69,11.01666667,74,0,200,0,0.717274049,39,22,29312,13104,773,200,973,973,43389,14077,0.36065573799999995,0.639344262,0.691043685,0.308932739,4
23089,2011/07/10,2011/07/10,男,4,,,SG,39.0,2014/03/31,28,29400,0,0,18315.0,11600.0,79016,50937.1,2014/03/01,3.5,3675.0,36,31,24.59259259,90,0,0,0,0.644642857,17,11,17850,11550,0,0,0,0,29400,11550,0.39285714299999996,0.607142857,0.6071222070000001,0.392843781,0
23089,2011/07/10,2011/07/10,男,4,,,SG,39.0,2014/03/31,28,29400,0,0,18315.0,11600.0,79016,50937.1,2014/03/01,3.5,3675.0,36,31,24.59259259,90,0,0,0,0.644642857,17,11,17850,11550,0,0,0,0,29400,11550,0.39285714299999996,0.607142857,0.6071222070000001,0.392843781,0
60039,2012/04/02,2012/04/03,男,5,KUALA LUMPUR,,MY,45.0,2014/03/31,42,35425,0,2686,8631.0,29234.0,81359,50892.49,2014/03/12,5.25,4428.125,1,20,17.29268293,123,0,0,0,0.625529935,10,32,9801,25624,2686,0,2686,2686,38111,28310,0.761904762,0.23809523800000001,0.27666120899999996,0.723310563,0
38206,2005/07/02,2005/09/17,男,5,佛山,广东,CN,,2014/03/31,54,47841,0,925,33294.0,16586.0,69039,50782.92,2014/01/26,6.75,5980.125,16,66,12.24528302,75,0,0,3,0.735568592,34,20,32978,14863,925,0,925,925,48766,15788,0.37037037,0.62962963,0.689310648,0.31066845,3
38896,2008/01/08,2008/04/07,男,5,,北京,CN,58.0,2014/03/31,27,48569,0,1725,10253.0,36751.0,51390,50575.44,2014/03/31,3.375,6071.125,89,1,24.65384615,99,0,0,0,0.984149445,9,18,9943,38626,1725,0,1725,1725,50294,40351,0.666666667,0.333333333,0.204714845,0.795264567,0
54754,2006/05/19,2006/06/26,男,5,北京,,CN,54.0,2014/03/31,23,45703,0,1343,14862.0,31808.0,37887,50495.49,2014/03/27,2.875,5712.875,202,5,23.81818182,90,0,0,2,1.332791987,6,17,12057,33646,1343,0,1343,1343,47046,34989,0.739130435,0.260869565,0.263806231,0.7361718890000001,3
45041,2007/07/26,2007/11/14,男,4,,,,49.0,2014/03/31,46,44113,0,0,19660.0,13741.0,61442,50216.5,2014/03/13,5.75,5514.125,20,19,15.37777778,95,0,0,1,0.817299242,30,16,28742,15371,0,0,0,0,44113,15371,0.347826087,0.6521739129999999,0.6515391939999999,0.34843813799999995,1
45041,2007/07/26,2007/11/14,男,4,,,,49.0,2014/03/31,46,44113,0,0,19660.0,13741.0,61442,50216.5,2014/03/13,5.75,5514.125,20,19,15.37777778,95,0,0,1,0.817299242,30,16,28742,15371,0,0,0,0,44113,15371,0.347826087,0.6521739129999999,0.6515391939999999,0.34843813799999995,1
45041,2007/07/26,2007/11/14,男,4,,,,49.0,2014/03/31,46,44113,0,0,19660.0,13741.0,61442,50216.5,2014/03/13,5.75,5514.125,20,19,15.37777778,95,0,0,1,0.817299242,30,16,28742,15371,0,0,0,0,44113,15371,0.347826087,0.6521739129999999,0.6515391939999999,0.34843813799999995,1
39972,2009/01/06,2009/08/28,男,4,,,AU,48.0,2014/03/31,14,40925,0,0,17469.0,11585.0,67744,50122.98,2014/01/23,1.75,5115.625,55,69,46.69230769,194,0,0,0,0.7398881079999999,9,5,26530,14395,0,0,0,0,40925,14395,0.35714285700000004,0.642857143,0.6482431710000001,0.351732395,0
39972,2009/01/06,2009/08/28,男,4,,,AU,48.0,2014/03/31,14,40925,0,0,17469.0,11585.0,67744,50122.98,2014/01/23,1.75,5115.625,55,69,46.69230769,194,0,0,0,0.7398881079999999,9,5,26530,14395,0,0,0,0,40925,14395,0.35714285700000004,0.642857143,0.6482431710000001,0.351732395,0
24798,2012/06/10,2012/06/10,男,4,,,JP,49.0,2014/03/31,31,42834,0,0,32294.0,23654.0,66750,50041.08,2014/03/02,3.875,5354.25,0,30,21.03333333,58,0,4888,0,0.7496791009999999,16,15,25881,16953,0,4888,4888,4888,47722,21841,0.48387096799999996,0.516129032,0.6042021710000001,0.39577448299999995,6
24798,2012/06/10,2012/06/10,男,4,,,JP,49.0,2014/03/31,31,42834,0,0,32294.0,23654.0,66750,50041.08,2014/03/02,3.875,5354.25,0,30,21.03333333,58,0,4888,0,0.7496791009999999,16,15,25881,16953,0,4888,4888,4888,47722,21841,0.48387096799999996,0.516129032,0.6042021710000001,0.39577448299999995,6
38124,2005/04/19,2005/05/14,男,5,,,CN,41.0,2014/03/31,80,40524,0,3774,29534.0,22840.0,69279,50019.54,2014/03/21,10.0,5065.5,3,11,9.075949367,65,0,0,0,0.722001472,45,35,22612,17912,3774,0,3774,3774,44298,21686,0.4375,0.5625,0.557976558,0.441998766,4
38124,2005/04/19,2005/05/14,男,5,,,CN,41.0,2014/03/31,80,40524,0,3774,29534.0,22840.0,69279,50019.54,2014/03/21,10.0,5065.5,3,11,9.075949367,65,0,0,0,0.722001472,45,35,22612,17912,3774,0,3774,3774,44298,21686,0.4375,0.5625,0.557976558,0.441998766,4
49660,2010/03/23,2010/03/23,男,5,上海市,,CN,43.0,2014/03/31,56,47801,0,1362,21036.0,21610.0,62996,50003.87,2014/03/16,7.0,5975.125,1,16,12.98181818,62,0,0,0,0.79376262,30,26,22584,25217,1362,0,1362,1362,49163,26579,0.46428571399999996,0.535714286,0.47244885200000003,0.527530229,3
